isla_fix,cluster_dbscan,n_fotos,lat,lon,fecha_min,fecha_max,Local,Turista,Desconocido,p_turista,p_local,n_fotos_turistico,n_fotos_local,nivel_turistico,nivel_local,indice_turista,r90_m
Gran Canaria,34,87,27.915102,-15.475594,2021-04-12 11:06:54,2025-02-08 19:10:43,0.21839080459770116,0.735632183908046,0.04597701149425287,0.735632183908046,0.21839080459770116,64,19,3,1,0.5172413793103448,98.72860160858632
Gran Canaria,5,86,28.119438,-15.437438,2021-01-16 23:34:43,2025-12-28 22:44:23,0.20930232558139536,0.686046511627907,0.10465116279069768,0.686046511627907,0.20930232558139536,59,18,3,1,0.4767441860465116,181.46677956953582
Gran Canaria,24,85,28.159858,-15.403904,2021-03-06 21:57:46,2024-11-23 15:30:58,0.058823529411764705,0.16470588235294117,0.7764705882352941,0.16470588235294117,0.058823529411764705,14,5,1,1,0.10588235294117647,399.925599451569
Gran Canaria,50,85,28.10595,-15.445448,2021-10-02 00:00:01,2024-05-09 18:10:05,0.9058823529411765,0.09411764705882353,0.0,0.09411764705882353,0.9058823529411765,8,77,1,4,-0.8117647058823529,126.47858174711706
Gran Canaria,55,84,28.156749,-15.398746,2021-11-17 19:11:38,2025-11-28 18:28:50,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,367.1222332236765
Gran Canaria,113,80,27.903929,-15.459651,2024-06-29 16:37:18,2024-08-22 20:39:41,0.0,1.0,0.0,1.0,0.0,80,0,4,1,1.0,0.0
Gran Canaria,84,79,28.124775,-15.528362,2021-06-05 18:10:14,2025-03-11 13:23:09,0.0,0.8607594936708861,0.13924050632911392,0.8607594936708861,0.0,68,0,4,1,0.8607594936708861,86.32076307362034
Gran Canaria,88,78,28.167347999999997,-15.43557,2023-03-15 10:39:54,2025-11-11 17:07:05,0.0,0.9871794871794872,0.01282051282051282,0.9871794871794872,0.0,77,0,4,1,0.9871794871794872,382.5427108880685
Gran Canaria,9,75,28.019408,-15.646012,2021-01-12 11:52:52,2026-02-21 12:44:44,0.09333333333333334,0.8,0.10666666666666667,0.8,0.09333333333333334,60,7,4,1,0.7066666666666667,310.7052441545141
Gran Canaria,92,67,28.160491,-15.661642,2022-04-14 17:05:58,2025-11-13 17:05:14,0.0,0.8208955223880597,0.1791044776119403,0.8208955223880597,0.0,55,0,4,1,0.8208955223880597,176.61611888229086
Gran Canaria,61,66,27.857291,-15.393317,2021-12-13 14:38:18,2026-01-14 12:21:15,0.4696969696969697,0.4696969696969697,0.06060606060606061,0.4696969696969697,0.4696969696969697,31,31,2,2,0.0,430.192789485768
Gran Canaria,29,65,27.962502,-15.379753,2021-04-01 12:01:25,2023-05-08 18:48:58,0.18461538461538463,0.8,0.015384615384615385,0.8,0.18461538461538463,52,12,4,1,0.6153846153846154,87.24555832192817
Gran Canaria,68,61,27.924933,-15.573109,2021-12-28 12:40:39,2026-02-01 17:28:32,0.09836065573770492,0.3442622950819672,0.5573770491803278,0.3442622950819672,0.09836065573770492,21,6,2,1,0.2459016393442623,216.76210923852793
Gran Canaria,15,58,27.988925,-15.593311,2021-01-31 16:01:59,2025-02-07 14:54:34,0.017241379310344827,0.9482758620689655,0.034482758620689655,0.9482758620689655,0.017241379310344827,55,1,4,1,0.9310344827586207,99.86953951210577
Gran Canaria,26,52,28.152569,-15.6968295,2021-03-09 23:18:42,2025-11-15 13:05:56,0.4423076923076923,0.19230769230769232,0.36538461538461536,0.19230769230769232,0.4423076923076923,10,23,1,2,-0.24999999999999997,325.8485963128027
Gran Canaria,38,52,27.984501,-15.420609,2021-05-02 12:22:43,2025-11-19 11:25:22,0.057692307692307696,0.9423076923076923,0.0,0.9423076923076923,0.057692307692307696,49,3,4,1,0.8846153846153846,0.0
Gran Canaria,49,52,28.002322,-15.373962,2021-06-27 15:56:59,2026-02-04 13:15:09,0.038461538461538464,0.8461538461538461,0.11538461538461539,0.8461538461538461,0.038461538461538464,44,2,4,1,0.8076923076923077,151.00326605409836
Gran Canaria,121,52,28.11455,-15.43702,2026-02-01 11:10:29,2026-02-01 13:17:45,1.0,0.0,0.0,0.0,1.0,0,52,1,4,-1.0,17.248867193376835
Gran Canaria,58,47,28.150878,-15.53441,2021-11-18 13:20:47,2025-04-07 20:24:47,0.02127659574468085,0.2978723404255319,0.6808510638297872,0.2978723404255319,0.02127659574468085,14,1,2,1,0.2765957446808511,488.2086395477641
Gran Canaria,66,46,28.0604675,-15.658528,2021-12-21 10:59:12,2024-11-20 16:59:24,0.9130434782608695,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.9130434782608695,2,42,1,4,-0.8695652173913043,205.30320722411295
Gran Canaria,7,44,28.040288,-15.7212815,2021-01-17 13:29:30,2025-12-23 10:55:40,0.4090909090909091,0.4318181818181818,0.1590909090909091,0.4318181818181818,0.4090909090909091,19,18,2,2,0.022727272727272707,320.66423942917106
Gran Canaria,32,44,27.912183,-15.386525,2021-01-03 11:13:37,2025-03-19 10:55:04,0.13636363636363635,0.8181818181818182,0.045454545454545456,0.8181818181818182,0.13636363636363635,36,6,4,1,0.6818181818181819,278.34777447136736
Gran Canaria,91,44,28.059066,-15.709354,2023-04-21 11:44:57,2025-12-25 16:46:38,0.022727272727272728,0.9772727272727273,0.0,0.9772727272727273,0.022727272727272728,43,1,4,1,0.9545454545454546,255.56342406191666
Gran Canaria,97,43,27.96122,-15.403947,2023-10-27 11:59:27,2025-04-13 09:59:38,0.0,0.9069767441860465,0.09302325581395349,0.9069767441860465,0.0,39,0,4,1,0.9069767441860465,0.0
Gran Canaria,31,42,27.858003,-15.386449,2021-04-04 16:31:52,2026-01-14 13:12:28,0.5238095238095238,0.2619047619047619,0.21428571428571427,0.2619047619047619,0.5238095238095238,11,22,2,3,-0.2619047619047619,342.4391545465367
Gran Canaria,43,42,27.920284000000002,-15.444075,2021-05-27 00:00:00,2025-02-06 08:52:26,0.0,0.8809523809523809,0.11904761904761904,0.8809523809523809,0.0,37,0,4,1,0.8809523809523809,219.97806024275727
Gran Canaria,48,42,28.05456,-15.567573,2021-09-07 13:18:14,2025-02-07 14:12:38,0.23809523809523808,0.7142857142857143,0.047619047619047616,0.7142857142857143,0.23809523809523808,30,10,3,1,0.4761904761904762,46.3101940254119
Gran Canaria,85,42,27.950875,-15.380756,2022-11-06 07:14:43,2025-05-07 17:34:28,0.0,0.7857142857142857,0.21428571428571427,0.7857142857142857,0.0,33,0,4,1,0.7857142857142857,214.40137536392803
Gran Canaria,111,42,28.149881,-15.647932,2024-04-25 18:29:06,2025-06-15 00:05:25,0.0,0.9047619047619048,0.09523809523809523,0.9047619047619048,0.0,38,0,4,1,0.9047619047619048,0.0
Gran Canaria,101,41,28.0702,-15.711522,2024-01-03 12:20:56,2025-02-08 12:19:04,0.0,1.0,0.0,1.0,0.0,41,0,4,1,1.0,0.09493529796600342
Gran Canaria,46,40,28.0698735,-15.455431,2021-07-09 11:02:42,2025-03-21 13:40:41,1.0,0.0,0.0,0.0,1.0,0,40,1,4,-1.0,34.54593813388885
Gran Canaria,75,40,27.941801,-15.615692,2022-02-12 12:36:43,2025-02-07 15:28:23,0.025,0.975,0.0,0.975,0.025,39,1,4,1,0.95,125.8775568450169
Gran Canaria,44,38,27.94704,-15.386610000000001,2021-05-30 08:03:28,2025-07-03 17:38:17,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,192.88581775164542
Gran Canaria,116,37,28.068761,-15.447914,2024-12-04 13:57:06,2024-12-04 16:11:42,1.0,0.0,0.0,0.0,1.0,0,37,1,4,-1.0,0.0
Gran Canaria,52,35,28.056916,-15.607739,2021-11-11 18:09:36,2024-06-01 19:07:56,0.2571428571428571,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.2571428571428571,13,9,2,2,0.11428571428571432,137.4870762804395
Gran Canaria,87,35,28.114802,-15.429028,2021-08-26 12:02:48,2025-10-21 12:07:50,0.0,0.9714285714285714,0.02857142857142857,0.9714285714285714,0.0,34,0,4,1,0.9714285714285714,255.4211211920338
Gran Canaria,100,35,28.119284,-15.457248,2023-12-02 00:44:02,2024-11-23 14:11:23,0.0,0.8857142857142857,0.11428571428571428,0.8857142857142857,0.0,31,0,4,1,0.8857142857142857,94.07979776898594
Gran Canaria,118,35,27.919828,-15.455929,2025-02-07 10:27:59,2025-02-07 10:49:53,0.0,1.0,0.0,1.0,0.0,35,0,4,1,1.0,0.0
Gran Canaria,90,34,28.164844,-15.649362,2023-04-18 11:46:31,2025-11-13 17:59:21,0.0,0.7647058823529411,0.23529411764705882,0.7647058823529411,0.0,26,0,4,1,0.7647058823529411,60.092468835941844
Gran Canaria,79,33,28.161955,-15.43477,2022-05-19 09:16:53,2024-01-01 15:34:06,0.0,0.9393939393939394,0.06060606060606061,0.9393939393939394,0.0,31,0,4,1,0.9393939393939394,94.756385241108
Gran Canaria,51,32,27.924786,-15.38588,2021-10-20 11:17:05,2026-02-06 17:53:54,0.96875,0.03125,0.0,0.03125,0.96875,1,31,1,4,-0.9375,0.0
Gran Canaria,60,32,28.144841,-15.573317,2021-12-04 07:11:27,2024-11-27 15:13:56,0.0,0.6875,0.3125,0.6875,0.0,22,0,3,1,0.6875,122.4631490415445
Gran Canaria,25,31,28.139021,-15.604364,2021-03-09 12:12:27,2025-12-23 12:19:18,0.22580645161290322,0.5161290322580645,0.25806451612903225,0.5161290322580645,0.22580645161290322,16,7,3,1,0.29032258064516125,82.01662534329047
Gran Canaria,83,30,28.009805,-15.5320915,2022-09-02 18:35:12,2026-02-21 10:22:57,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.4666666666666667,8,14,2,2,-0.2,243.85916250162288
Gran Canaria,47,29,27.864222,-15.384851,2021-07-11 17:16:58,2026-01-14 13:25:34,0.7931034482758621,0.1724137931034483,0.034482758620689655,0.1724137931034483,0.7931034482758621,5,23,1,4,-0.6206896551724138,194.74558870415024
Gran Canaria,18,28,27.973425,-15.584203,2021-03-01 00:00:00,2025-02-07 15:11:26,0.0,1.0,0.0,1.0,0.0,28,0,4,1,1.0,100.57600673973562
Gran Canaria,16,27,27.848433,-15.443056,2021-02-19 12:08:50,2026-01-14 11:41:51,0.14814814814814814,0.0,0.8518518518518519,0.0,0.14814814814814814,0,4,1,1,-0.14814814814814814,127.69910575691598
Gran Canaria,41,27,28.164675,-15.708013,2021-05-24 18:20:41,2025-11-29 15:21:36,0.18518518518518517,0.4444444444444444,0.37037037037037035,0.4444444444444444,0.18518518518518517,12,5,2,1,0.25925925925925924,93.40935369829414
Gran Canaria,76,27,27.975509,-15.529038,2022-02-19 15:45:29,2022-12-26 11:13:10,0.0,1.0,0.0,1.0,0.0,27,0,4,1,1.0,0.0
Gran Canaria,110,27,28.09838,-15.562889,2024-04-24 10:09:57,2024-04-24 15:28:00,1.0,0.0,0.0,0.0,1.0,0,27,1,4,-1.0,283.8597295498109
Gran Canaria,119,27,28.026435,-15.588977,2025-02-07 14:31:34,2025-02-07 14:48:34,0.0,1.0,0.0,1.0,0.0,27,0,4,1,1.0,0.0
Gran Canaria,11,25,28.038733,-15.618442,2021-01-19 16:54:46,2025-06-27 18:42:30,0.04,0.84,0.12,0.84,0.04,21,1,4,1,0.7999999999999999,244.96553416803997
Gran Canaria,71,25,27.917999,-15.57239,2022-01-18 14:53:41,2025-02-07 15:49:03,0.28,0.64,0.08,0.64,0.28,16,7,3,2,0.36,44.16420264259323
Gran Canaria,77,25,27.908461,-15.569322,2022-02-20 19:50:26,2025-02-07 16:13:08,0.0,1.0,0.0,1.0,0.0,25,0,4,1,1.0,62.035404897057624
Gran Canaria,78,24,27.991033,-15.640662,2022-02-12 13:11:42,2023-09-19 16:03:46,0.20833333333333334,0.7916666666666666,0.0,0.7916666666666666,0.20833333333333334,19,5,4,1,0.5833333333333333,272.9518884712988
Gran Canaria,62,23,27.876877,-15.51687,2021-12-15 11:25:53,2025-01-24 13:16:57,0.13043478260869565,0.6956521739130435,0.17391304347826086,0.6956521739130435,0.13043478260869565,16,3,3,1,0.5652173913043478,65.57661763085537
Gran Canaria,74,23,27.912243,-15.541406,2022-02-07 07:56:18,2024-12-22 13:12:14,0.6086956521739131,0.0,0.391304347826087,0.0,0.6086956521739131,0,14,1,3,-0.6086956521739131,254.13868383864607
Gran Canaria,82,22,27.90209,-15.387178,2022-08-04 16:31:57,2022-08-04 16:48:38,0.0,1.0,0.0,1.0,0.0,22,0,4,1,1.0,0.0
Gran Canaria,39,21,27.957338,-15.557817,2021-05-14 01:12:39,2024-01-08 12:15:35,0.0,0.9523809523809523,0.047619047619047616,0.9523809523809523,0.0,20,0,4,1,0.9523809523809523,39.45758136445568
Gran Canaria,67,21,28.117269,-15.704562,2021-02-22 18:27:37,2025-09-07 20:14:31,0.5238095238095238,0.42857142857142855,0.047619047619047616,0.42857142857142855,0.5238095238095238,9,11,2,3,-0.09523809523809529,224.6206666375037
Gran Canaria,69,21,27.929738,-15.598461,2021-12-28 15:18:10,2025-05-12 13:52:32,0.2857142857142857,0.23809523809523808,0.47619047619047616,0.23809523809523808,0.2857142857142857,5,6,1,2,-0.047619047619047616,53.25049410777624
Gran Canaria,104,21,28.103272,-15.573412,2024-01-24 17:30:13,2024-04-29 14:42:55,0.9523809523809523,0.047619047619047616,0.0,0.047619047619047616,0.9523809523809523,1,20,1,4,-0.9047619047619047,255.19137862336808
Gran Canaria,37,19,27.935386,-15.511814,2021-04-04 14:53:25,2025-03-09 14:00:26,0.0,0.6842105263157895,0.3157894736842105,0.6842105263157895,0.0,13,0,3,1,0.6842105263157895,227.8530129789159
Gran Canaria,57,19,28.132591,-15.407381,2021-11-18 16:03:57,2025-12-02 18:51:41,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,228.9412394450438
Gran Canaria,96,19,28.093213,-15.59435,2023-07-07 00:00:28,2025-02-09 15:39:29,0.15789473684210525,0.8421052631578947,0.0,0.8421052631578947,0.15789473684210525,16,3,4,1,0.6842105263157894,229.9858718212189
Gran Canaria,106,19,28.016947,-15.620328,2024-04-14 11:58:08,2024-04-14 12:50:54,1.0,0.0,0.0,0.0,1.0,0,19,1,4,-1.0,128.64406933495707
Gran Canaria,8,18,28.046614,-15.722959,2021-01-17 14:07:05,2024-04-06 10:17:46,1.0,0.0,0.0,0.0,1.0,0,18,1,4,-1.0,17.322683765687522
Gran Canaria,117,18,28.007772,-15.417242,2025-01-13 13:28:52,2025-09-08 14:10:43,1.0,0.0,0.0,0.0,1.0,0,18,1,4,-1.0,78.05806275950012
Gran Canaria,35,17,28.078174,-15.414962,2021-04-12 12:25:39,2024-05-29 19:36:31,0.35294117647058826,0.0,0.6470588235294118,0.0,0.35294117647058826,0,6,1,2,-0.35294117647058826,194.76184041110542
Gran Canaria,65,17,28.027261,-15.478531,2021-12-19 16:48:04,2026-01-16 17:43:59,0.0,0.17647058823529413,0.8235294117647058,0.17647058823529413,0.0,3,0,1,1,0.17647058823529413,164.3116226699241
Gran Canaria,80,17,27.923829,-15.394957,2022-07-08 15:47:29,2022-07-20 17:57:11,1.0,0.0,0.0,0.0,1.0,0,17,1,4,-1.0,0.0
Gran Canaria,98,17,28.128787,-15.404979,2021-03-04 23:24:48,2025-11-07 19:36:49,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,284.8906900416652
Gran Canaria,107,17,28.055955,-15.590195,2024-04-16 11:56:05,2024-04-18 14:18:49,1.0,0.0,0.0,0.0,1.0,0,17,1,4,-1.0,178.02202656883165
Gran Canaria,59,16,28.1308585,-15.417814499999999,2021-04-03 21:08:52,2025-12-02 18:27:39,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,283.53373762661636
Gran Canaria,89,16,28.162333,-15.440635,2023-03-15 11:19:15,2024-01-01 14:38:13,0.0,1.0,0.0,1.0,0.0,16,0,4,1,1.0,318.3363816364313
Gran Canaria,95,16,28.080194,-15.612114,2023-07-07 00:00:02,2023-07-07 12:03:04,0.0,1.0,0.0,1.0,0.0,16,0,4,1,1.0,0.09493529796600342
Gran Canaria,114,16,28.049201,-15.574836,2024-09-25 13:42:40,2024-11-10 14:28:00,0.625,0.0,0.375,0.0,0.625,0,10,1,3,-0.625,195.00826377189856
Gran Canaria,21,15,28.064293,-15.423281,2021-03-02 10:40:45,2024-11-29 15:55:38,0.0,0.4,0.6,0.4,0.0,6,0,2,1,0.4,182.1770732911017
Gran Canaria,64,15,28.087144,-15.70929,2021-06-01 21:06:12,2025-12-22 12:25:34,0.4,0.6,0.0,0.6,0.4,9,6,3,2,0.19999999999999996,150.20942131698484
Gran Canaria,73,15,28.035087,-15.513279,2022-01-29 10:28:55,2023-06-20 19:20:35,0.9333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.9333333333333333,1,14,1,4,-0.8666666666666667,0.0
Gran Canaria,112,15,28.054775,-15.659384,2024-04-27 11:34:32,2024-04-27 12:21:20,1.0,0.0,0.0,0.0,1.0,0,15,1,4,-1.0,192.5091807657243
Gran Canaria,99,14,28.1185725,-15.404892,2022-06-22 16:08:24,2023-12-11 17:06:58,0.42857142857142855,0.0,0.5714285714285714,0.0,0.42857142857142855,0,6,1,2,-0.42857142857142855,200.01041421789768
Gran Canaria,120,14,27.955041,-15.535933,2025-12-24 10:24:22,2025-12-24 11:05:10,0.0,1.0,0.0,1.0,0.0,14,0,4,1,1.0,164.55803695862127
Gran Canaria,122,14,28.147575,-15.542498,2024-01-30 13:09:28,2026-03-10 12:41:03,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,6,6,2,2,0.0,187.36585891239045
Gran Canaria,19,13,28.144283,-15.5771,2021-03-01 00:00:06,2025-10-28 18:44:30,0.0,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.0,10,0,4,1,0.7692307692307693,108.75783580418043
Gran Canaria,54,13,27.956466,-15.579162,2021-11-13 13:03:28,2023-03-01 13:14:35,0.9230769230769231,0.07692307692307693,0.0,0.07692307692307693,0.9230769230769231,1,12,1,4,-0.8461538461538463,18.970732127957618
Gran Canaria,86,13,28.135419,-15.520714,2023-03-13 11:01:19,2023-03-13 12:21:12,0.0,1.0,0.0,1.0,0.0,13,0,4,1,1.0,157.88640405562853
Gran Canaria,94,13,28.097338,-15.45757,2023-06-24 20:51:07,2026-01-03 13:49:00,0.0,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.0,11,0,4,1,0.8461538461538461,250.25185422979177
Gran Canaria,102,13,27.894202,-15.563253,2022-12-20 15:54:45,2026-02-01 15:44:53,0.0,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.0,10,0,4,1,0.7692307692307693,179.9446501324631
Gran Canaria,115,13,28.147736,-15.529898,2024-11-08 11:00:34,2024-11-09 11:51:57,0.0,1.0,0.0,1.0,0.0,13,0,4,1,1.0,33.67113297742332
Gran Canaria,53,12,27.96098,-15.535081,2021-11-13 11:50:12,2026-01-27 13:46:18,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.16666666666666666,5,2,2,1,0.25,48.518160604190804
Gran Canaria,56,12,27.907216,-15.389443499999999,2021-04-09 12:37:46,2025-02-06 11:04:41,0.75,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.75,1,9,1,4,-0.6666666666666666,223.91361556157275
Gran Canaria,72,12,28.09508,-15.456903,2022-01-20 00:00:01,2022-01-22 00:00:10,0.0,1.0,0.0,1.0,0.0,12,0,4,1,1.0,6.0214728719787205
Gran Canaria,81,12,27.962793,-15.566532,2022-07-30 02:21:29,2025-12-24 16:01:30,0.0,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,11,0,4,1,0.9166666666666666,11.308694925233388
Gran Canaria,93,12,28.119978500000002,-15.5840785,2023-05-27 16:33:31,2023-07-03 16:56:30,0.0,1.0,0.0,1.0,0.0,12,0,4,1,1.0,28.47853238408536
Gran Canaria,105,12,27.997962,-15.530185,2024-04-12 15:26:16,2024-04-22 14:05:12,1.0,0.0,0.0,0.0,1.0,0,12,1,4,-1.0,176.00148380292225
Gran Canaria,108,12,27.976505,-15.4849145,2024-04-19 11:03:54,2024-04-19 11:33:09,1.0,0.0,0.0,0.0,1.0,0,12,1,4,-1.0,211.3447657854617
Gran Canaria,109,12,28.040669,-15.48532,2024-04-23 09:59:36,2024-04-23 11:01:18,1.0,0.0,0.0,0.0,1.0,0,12,1,4,-1.0,146.41841605293183
Gran Canaria,103,11,27.85378,-15.400745,2021-07-11 13:34:20,2026-01-14 12:06:13,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.6363636363636364,3,7,2,3,-0.36363636363636365,148.7968385889783
La Gomera,7,595,28.090713,-17.110089,2021-02-25 07:42:00,2026-02-01 16:49:22,0.2184873949579832,0.5882352941176471,0.19327731092436976,0.5882352941176471,0.2184873949579832,350,130,3,1,0.3697478991596639,640.4899694515226
La Gomera,0,233,28.087686,-17.338862,2021-01-16 12:41:40,2025-08-02 09:55:59,0.03862660944206009,0.8326180257510729,0.12875536480686695,0.8326180257510729,0.03862660944206009,194,9,4,1,0.7939914163090128,1047.136356896265
La Gomera,5,220,28.186022,-17.200103,2021-02-10 10:30:45,2025-02-20 14:47:49,0.37727272727272726,0.6045454545454545,0.01818181818181818,0.6045454545454545,0.37727272727272726,133,83,3,2,0.22727272727272724,633.3696825082911
La Gomera,15,208,28.1090345,-17.214739,2021-05-28 13:36:05,2025-12-09 13:55:19,0.03365384615384615,0.7548076923076923,0.21153846153846154,0.7548076923076923,0.03365384615384615,157,7,4,1,0.7211538461538461,390.595028965045
La Gomera,10,200,28.030091,-17.19143,2021-05-06 14:53:56,2026-01-11 19:26:53,0.53,0.265,0.205,0.265,0.53,53,106,2,3,-0.265,718.9581170498877
La Gomera,22,192,28.121772,-17.329856,2021-06-01 17:20:16,2025-03-11 18:22:01,0.0,1.0,0.0,1.0,0.0,192,0,4,1,1.0,1372.828886047917
La Gomera,6,176,28.100944,-17.3368835,2021-02-23 18:28:54,2025-03-13 17:40:07,0.005681818181818182,0.9829545454545454,0.011363636363636364,0.9829545454545454,0.005681818181818182,173,1,4,1,0.9772727272727272,615.7526395158122
La Gomera,2,97,28.101136,-17.254757,2021-02-07 15:41:27,2024-02-16 06:33:37,0.08247422680412371,0.9175257731958762,0.0,0.9175257731958762,0.08247422680412371,89,8,4,1,0.8350515463917525,601.0944202698846
La Gomera,8,93,28.179638,-17.18634,2021-02-25 09:58:16,2025-12-09 11:44:13,0.3978494623655914,0.5268817204301075,0.07526881720430108,0.5268817204301075,0.3978494623655914,49,37,3,2,0.12903225806451613,181.5264851281207
La Gomera,13,86,28.109787,-17.248024,2021-05-28 11:22:45,2025-01-28 13:02:04,0.03488372093023256,0.9651162790697675,0.0,0.9651162790697675,0.03488372093023256,83,3,4,1,0.930232558139535,514.5252252189093
La Gomera,45,67,28.119227,-17.225704,2022-05-09 10:39:27,2022-12-09 15:25:57,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,0.0
La Gomera,1,64,28.107823,-17.326487,2021-01-31 12:33:13,2025-03-15 19:37:48,0.15625,0.796875,0.046875,0.796875,0.15625,51,10,4,1,0.640625,427.25004987417935
La Gomera,51,64,28.081787,-17.142233,2024-02-22 10:57:52,2024-02-22 11:23:13,0.0,1.0,0.0,1.0,0.0,64,0,4,1,1.0,0.0
La Gomera,12,63,28.101252,-17.275295,2021-05-28 08:35:44,2022-04-06 18:26:15,0.12698412698412698,0.8571428571428571,0.015873015873015872,0.8571428571428571,0.12698412698412698,54,8,4,1,0.7301587301587301,338.04733986895855
La Gomera,9,62,28.17854,-17.213634,2021-02-25 10:47:34,2024-04-24 12:14:47,0.3064516129032258,0.6935483870967742,0.0,0.6935483870967742,0.3064516129032258,43,19,3,2,0.38709677419354843,106.14262949010376
La Gomera,36,55,28.126872,-17.222806,2021-10-14 12:10:11,2023-10-27 11:20:45,0.0,1.0,0.0,1.0,0.0,55,0,4,1,1.0,294.4646754291946
La Gomera,16,53,28.099625,-17.184759,2021-05-28 16:26:21,2024-12-26 12:44:03,0.018867924528301886,0.6415094339622641,0.33962264150943394,0.6415094339622641,0.018867924528301886,34,1,3,1,0.6226415094339622,163.27381818902055
La Gomera,18,52,28.189605,-17.205973,2021-05-31 12:09:44,2024-02-22 15:59:55,0.0,1.0,0.0,1.0,0.0,52,0,4,1,1.0,107.88565302939513
La Gomera,30,52,28.105222,-17.314796,2021-02-04 17:14:47,2022-10-02 18:14:46,0.21153846153846154,0.7884615384615384,0.0,0.7884615384615384,0.21153846153846154,41,11,4,1,0.5769230769230769,542.7684310780371
La Gomera,35,51,28.126797,-17.258341,2021-10-02 15:36:16,2026-01-19 00:00:00,0.058823529411764705,0.45098039215686275,0.49019607843137253,0.45098039215686275,0.058823529411764705,23,3,2,1,0.39215686274509803,156.03340421696444
La Gomera,23,48,28.1464775,-17.287303,2021-06-02 12:24:27,2025-03-02 16:08:01,0.375,0.5416666666666666,0.08333333333333333,0.5416666666666666,0.375,26,18,3,2,0.16666666666666663,380.74855836373746
La Gomera,3,45,28.09996,-17.347767,2021-02-07 18:38:54,2025-03-14 19:35:03,0.15555555555555556,0.5333333333333333,0.3111111111111111,0.5333333333333333,0.15555555555555556,24,7,3,1,0.37777777777777777,245.06233042471723
La Gomera,26,45,28.118924,-17.284015,2021-02-07 12:35:48,2024-02-22 12:41:41,0.26666666666666666,0.7333333333333333,0.0,0.7333333333333333,0.26666666666666666,33,12,3,2,0.4666666666666666,261.5170334384341
La Gomera,33,45,28.14061,-17.215597,2021-09-16 12:29:17,2024-04-18 00:00:06,0.06666666666666667,0.9333333333333333,0.0,0.9333333333333333,0.06666666666666667,42,3,4,1,0.8666666666666667,479.2393398371161
La Gomera,4,42,28.1796315,-17.2659395,2021-02-08 13:14:12,2026-03-02 19:41:17,0.16666666666666666,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,35,7,4,1,0.6666666666666667,263.516558597762
La Gomera,24,30,28.129068,-17.292695,2021-06-02 13:56:21,2022-07-13 15:38:19,0.0,1.0,0.0,1.0,0.0,30,0,4,1,1.0,0.0
La Gomera,31,30,28.179083,-17.172449,2021-08-07 13:27:30,2025-02-22 07:01:25,0.0,0.7333333333333333,0.26666666666666666,0.7333333333333333,0.0,22,0,3,1,0.7333333333333333,211.0393881779134
La Gomera,25,28,28.122567,-17.286525,2021-06-02 14:16:25,2024-02-22 12:49:49,0.03571428571428571,0.9642857142857143,0.0,0.9642857142857143,0.03571428571428571,27,1,4,1,0.9285714285714286,284.061093942617
La Gomera,44,28,28.1521565,-17.198062,2022-02-10 17:13:50,2024-12-25 15:26:11,0.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.0,20,0,3,1,0.7142857142857143,216.82827181900683
La Gomera,53,27,28.18203,-17.205265,2024-02-22 15:17:29,2024-02-22 15:20:56,0.0,1.0,0.0,1.0,0.0,27,0,4,1,1.0,0.09493529796600342
La Gomera,11,25,28.109788,-17.282019,2021-05-28 08:13:28,2024-02-22 12:21:57,0.2,0.8,0.0,0.8,0.2,20,5,4,1,0.6000000000000001,263.8636239371431
La Gomera,38,24,28.173033,-17.1667575,2021-10-22 10:59:25,2026-02-14 08:00:02,0.2916666666666667,0.6666666666666666,0.041666666666666664,0.6666666666666666,0.2916666666666667,16,7,3,2,0.37499999999999994,51.31729013135818
La Gomera,43,24,28.170104,-17.191833,2021-11-09 11:01:57,2024-02-22 16:10:23,0.041666666666666664,0.9583333333333334,0.0,0.9583333333333334,0.041666666666666664,23,1,4,1,0.9166666666666667,0.0
La Gomera,21,23,28.163444,-17.299206,2021-06-01 13:08:21,2024-04-26 11:30:10,0.17391304347826086,0.8260869565217391,0.0,0.8260869565217391,0.17391304347826086,19,4,4,1,0.6521739130434783,247.1531562216121
