isla_fix,cluster_hdbscan,Desconocido,Local,Turista
Fuerteventura,53,0.045454545454545456,0.8181818181818182,0.13636363636363635
Fuerteventura,54,0.03571428571428571,0.5714285714285714,0.39285714285714285
Fuerteventura,55,0.15384615384615385,0.5384615384615384,0.3076923076923077
Fuerteventura,56,0.020833333333333332,0.20833333333333334,0.7708333333333334
Fuerteventura,57,0.0,0.0,1.0
Fuerteventura,58,0.23255813953488372,0.0,0.7674418604651163
Fuerteventura,59,0.0,0.0,1.0
Fuerteventura,60,0.21875,0.125,0.65625
Fuerteventura,61,0.0,1.0,0.0
Fuerteventura,62,0.0,0.0,1.0
Fuerteventura,63,0.6,0.0,0.4
Fuerteventura,64,0.07142857142857142,0.42857142857142855,0.5
Fuerteventura,65,0.043478260869565216,0.043478260869565216,0.9130434782608695
Fuerteventura,66,0.1282051282051282,0.46153846153846156,0.41025641025641024
Fuerteventura,67,0.2222222222222222,0.6888888888888889,0.08888888888888889
Fuerteventura,68,0.5483870967741935,0.3225806451612903,0.12903225806451613
Fuerteventura,69,0.0,0.9761904761904762,0.023809523809523808
Fuerteventura,70,0.06349206349206349,0.2222222222222222,0.7142857142857143
Fuerteventura,71,0.30097087378640774,0.18446601941747573,0.5145631067961165
Fuerteventura,72,0.0,0.9767441860465116,0.023255813953488372
Fuerteventura,73,0.00909090909090909,0.990909090909091,0.0
Fuerteventura,74,0.14285714285714285,0.0,0.8571428571428571
Fuerteventura,75,0.0,0.0,1.0
Fuerteventura,76,0.9,0.0,0.1
Fuerteventura,77,0.05194805194805195,0.8051948051948052,0.14285714285714285
Fuerteventura,78,0.0,0.0,1.0
Fuerteventura,79,0.25,0.5416666666666666,0.20833333333333334
Fuerteventura,80,0.1694915254237288,0.3559322033898305,0.4745762711864407
Fuerteventura,81,0.2894736842105263,0.3684210526315789,0.34210526315789475
Fuerteventura,82,0.45,0.0,0.55
Fuerteventura,83,0.043478260869565216,0.17391304347826086,0.782608695652174
Fuerteventura,84,0.0,0.0,1.0
Fuerteventura,85,0.04878048780487805,0.0975609756097561,0.8536585365853658
Fuerteventura,86,0.2857142857142857,0.0,0.7142857142857143
Fuerteventura,87,0.06666666666666667,0.0,0.9333333333333333
Fuerteventura,88,0.0,0.0,1.0
Fuerteventura,89,0.18518518518518517,0.18518518518518517,0.6296296296296297
Fuerteventura,90,0.025210084033613446,0.9327731092436975,0.04201680672268908
Fuerteventura,91,0.08695652173913043,0.2608695652173913,0.6521739130434783
Fuerteventura,92,0.1111111111111111,0.037037037037037035,0.8518518518518519
Fuerteventura,93,0.13953488372093023,0.13953488372093023,0.7209302325581395
Fuerteventura,94,0.8,0.01818181818181818,0.18181818181818182
Fuerteventura,95,0.2,0.0,0.8
Fuerteventura,96,0.1111111111111111,0.8095238095238095,0.07936507936507936
Fuerteventura,97,0.16,0.0,0.84
Fuerteventura,98,0.25,0.07142857142857142,0.6785714285714286
Fuerteventura,99,0.13636363636363635,0.045454545454545456,0.8181818181818182
Fuerteventura,100,0.013333333333333334,0.9333333333333333,0.05333333333333334
Fuerteventura,101,0.02702702702702703,0.05405405405405406,0.918918918918919
Fuerteventura,102,0.17647058823529413,0.20588235294117646,0.6176470588235294
Fuerteventura,103,0.23529411764705882,0.0,0.7647058823529411
Gran Canaria,0,0.573170731707317,0.3048780487804878,0.12195121951219512
Gran Canaria,1,0.1388888888888889,0.6388888888888888,0.2222222222222222
Gran Canaria,2,0.06329113924050633,0.4810126582278481,0.45569620253164556
Gran Canaria,3,0.5581395348837209,0.09302325581395349,0.3488372093023256
Gran Canaria,4,0.0,0.9487179487179487,0.05128205128205128
Gran Canaria,5,0.3125,0.5,0.1875
Gran Canaria,6,0.0,1.0,0.0
Gran Canaria,7,0.0,0.9523809523809523,0.047619047619047616
Gran Canaria,8,0.09523809523809523,0.0,0.9047619047619048
Gran Canaria,9,0.23529411764705882,0.0,0.7647058823529411
Gran Canaria,10,0.17647058823529413,0.0,0.8235294117647058
Gran Canaria,11,0.0625,0.9375,0.0
Gran Canaria,12,0.08695652173913043,0.0,0.9130434782608695
Gran Canaria,13,0.04819277108433735,0.21686746987951808,0.7349397590361446
Gran Canaria,14,0.12903225806451613,0.0967741935483871,0.7741935483870968
